layer,kind,tensor,type,cols,rows,batch,calls,ms
8,v_proj,blk.8.attn_v.weight,Q4_0,4096,4096,32,4,77.144508
8,o_proj,blk.8.attn_output.weight,Q4_0,4096,4096,32,4,76.730001
8,ffn_gate,blk.8.ffn_gate.weight,Q4_0,4096,11008,32,4,208.155102
8,ffn_up,blk.8.ffn_up.weight,Q4_0,4096,11008,32,4,206.981028
8,ffn_down,blk.8.ffn_down.weight,Q4_0,11008,4096,32,4,202.100467
9,q_proj,blk.9.attn_q.weight,Q4_0,4096,4096,32,4,77.597429
9,k_proj,blk.9.attn_k.weight,Q4_0,4096,4096,32,4,77.187710
9,v_proj,blk.9.attn_v.weight,Q4_0,4096,4096,32,4,76.542071
9,o_proj,blk.9.attn_output.weight,Q4_0,4096,4096,32,4,76.574377
9,ffn_gate,blk.9.ffn_gate.weight,Q4_0,4096,11008,32,4,207.610395
9,ffn_up,blk.9.ffn_up.weight,Q4_0,4096,11008,32,4,206.915118
9,ffn_down,blk.9.ffn_down.weight,Q4_0,11008,4096,32,4,201.770672
10,q_proj,blk.10.attn_q.weight,Q4_0,4096,4096,32,4,76.795225
10,k_proj,blk.10.attn_k.weight,Q4_0,4096,4096,32,4,77.326152
10,v_proj,blk.10.attn_v.weight,Q4_0,4096,4096,32,4,76.883419
10,o_proj,blk.10.attn_output.weight,Q4_0,4096,4096,32,4,76.257100
10,ffn_gate,blk.10.ffn_gate.weight,Q4_0,4096,11008,32,4,205.933172
10,ffn_up,blk.10.ffn_up.weight,Q4_0,4096,11008,32,4,206.475182
10,ffn_down,blk.10.ffn_down.weight,Q4_0,11008,4096,32,4,201.247784
11,q_proj,blk.11.attn_q.weight,Q4_0,4096,4096,32,4,76.849484
11,k_proj,blk.11.attn_k.weight,Q4_0,4096,4096,32,4,77.188911
11,v_proj,blk.11.attn_v.weight,Q4_0,4096,4096,32,4,77.659326
11,o_proj,blk.11.attn_output.weight,Q4_0,4096,4096,32,4,76.569889
11,ffn_gate,blk.11.ffn_gate.weight,Q4_0,4096,11008,32,4,207.907059
11,ffn_up,blk.11.ffn_up.weight,Q4_0,4096,11008,32,4,206.932434
11,ffn_down,blk.11.ffn_down.weight,Q4_0,11008,4096,32,4,201.671474
12,q_proj,blk.12.attn_q.weight,Q4_0,4096,4096,32,4,77.429094
12,k_proj,blk.12.attn_k.weight,Q4_0,4096,4096,32,4,77.671092
12,v_proj,blk.12.attn_v.weight,Q4_0,4096,4096,32,4,76.310830
12,o_proj,blk.12.attn_output.weight,Q4_0,4096,4096,32,4,76.972478
12,ffn_gate,blk.12.ffn_gate.weight,Q4_0,4096,11008,32,4,209.195457
12,ffn_up,blk.12.ffn_up.weight,Q4_0,4096,11008,32,4,207.545514
12,ffn_down,blk.12.ffn_down.weight,Q4_0,11008,4096,32,4,201.510988
13,q_proj,blk.13.attn_q.weight,Q4_0,4096,4096,32,4,77.716430
13,k_proj,blk.13.attn_k.weight,Q4_0,4096,4096,32,4,77.665344
13,v_proj,blk.13.attn_v.weight,Q4_0,4096,4096,32,4,75.569802
13,o_proj,blk.13.attn_output.weight,Q4_0,4096,4096,32,4,76.688799
13,ffn_gate,blk.13.ffn_gate.weight,Q4_0,4096,11008,32,4,208.194701
13,ffn_up,blk.13.ffn_up.weight,Q4_0,4096,11008,32,4,207.306699
13,ffn_down,blk.13.ffn_down.weight,Q4_0,11008,4096,32,4,201.202996
14,q_proj,blk.14.attn_q.weight,Q4_0,4096,4096,32,4,75.719396
14,k_proj,blk.14.attn_k.weight,Q4_0,4096,4096,32,4,77.441159
14,v_proj,blk.14.attn_v.weight,Q4_0,4096,4096,32,4,76.402681
14,o_proj,blk.14.attn_output.weight,Q4_0,4096,4096,32,4,77.054940
14,ffn_gate,blk.14.ffn_gate.weight,Q4_0,4096,11008,32,4,207.771528
14,ffn_up,blk.14.ffn_up.weight,Q4_0,4096,11008,32,4,206.998188
14,ffn_down,blk.14.ffn_down.weight,Q4_0,11008,4096,32,4,202.458381
15,q_proj,blk.15.attn_q.weight,Q4_0,4096,4096,32,4,77.663520
15,k_proj,blk.15.attn_k.weight,Q4_0,4096,4096,32,4,77.497911
15,v_proj,blk.15.attn_v.weight,Q4_0,4096,4096,32,4,77.278740
15,o_proj,blk.15.attn_output.weight,Q4_0,4096,4096,32,4,76.677101
15,ffn_gate,blk.15.ffn_gate.weight,Q4_0,4096,11008,32,4,208.084132
15,ffn_up,blk.15.ffn_up.weight,Q4_0,4096,11008,32,4,208.615684
15,ffn_down,blk.15.ffn_down.weight,Q4_0,11008,4096,32,4,201.816269
16,q_proj,blk.16.attn_q.weight,Q4_0,4096,4096,32,4,76.865363
16,k_proj,blk.16.attn_k.weight,Q4_0,4096,4096,32,4,78.048171
16,v_proj,blk.16.attn_v.weight,Q4_0,4096,4096,32,4,76.363599
16,o_proj,blk.16.attn_output.weight,Q4_0,4096,4096,32,4,77.794874
16,ffn_gate,blk.16.ffn_gate.weight,Q4_0,4096,11008,32,4,207.042981
16,ffn_up,blk.16.ffn_up.weight,Q4_0,4096,11008,32,4,207.422509
16,ffn_down,blk.16.ffn_down.weight,Q4_0,11008,4096,32,4,201.475411
17,q_proj,blk.17.attn_q.weight,Q4_0,4096,4096,32,4,77.178309
17,k_proj,blk.17.attn_k.weight,Q4_0,4096,4096,32,4,77.326703
17,v_proj,blk.17.attn_v.weight,Q4_0,4096,4096,32,4,77.144038
17,o_proj,blk.17.attn_output.weight,Q4_0,4096,4096,32,4,76.522720
17,ffn_gate,blk.17.ffn_gate.weight,Q4_0,4096,11008,32,4,206.839579
17,ffn_up,blk.17.ffn_up.weight,Q4_0,4096,11008,32,4,208.143308
17,ffn_down,blk.17.ffn_down.weight,Q4_0,11008,4096,32,4,202.656076
18,q_proj,blk.18.attn_q.weight,Q4_0,4096,4096,32,4,77.440125
18,k_proj,blk.18.attn_k.weight,Q4_0,4096,4096,32,4,77.173478
18,v_proj,blk.18.attn_v.weight,Q4_0,4096,4096,32,4,76.311960
18,o_proj,blk.18.attn_output.weight,Q4_0,4096,4096,32,4,76.377440
18,ffn_gate,blk.18.ffn_gate.weight,Q4_0,4096,11008,32,4,207.853162
18,ffn_up,blk.18.ffn_up.weight,Q4_0,4096,11008,32,4,207.275487
18,ffn_down,blk.18.ffn_down.weight,Q4_0,11008,4096,32,4,201.426143
19,q_proj,blk.19.attn_q.weight,Q4_0,4096,4096,32,4,77.546044
19,k_proj,blk.19.attn_k.weight,Q4_0,4096,4096,32,4,77.493420
19,v_proj,blk.19.attn_v.weight,Q4_0,4096,4096,32,4,76.642700
19,o_proj,blk.19.attn_output.weight,Q4_0,4096,4096,32,4,76.521889
19,ffn_gate,blk.19.ffn_gate.weight,Q4_0,4096,11008,32,4,208.493162
19,ffn_up,blk.19.ffn_up.weight,Q4_0,4096,11008,32,4,207.285014
19,ffn_down,blk.19.ffn_down.weight,Q4_0,11008,4096,32,4,201.059033
20,q_proj,blk.20.attn_q.weight,Q4_0,4096,4096,32,4,76.319779
20,k_proj,blk.20.attn_k.weight,Q4_0,4096,4096,32,4,76.968988
20,v_proj,blk.20.attn_v.weight,Q4_0,4096,4096,32,4,76.907915
20,o_proj,blk.20.attn_output.weight,Q4_0,4096,4096,32,4,76.580548
20,ffn_gate,blk.20.ffn_gate.weight,Q4_0,4096,11008,32,4,207.900733
20,ffn_up,blk.20.ffn_up.weight,Q4_0,4096,11008,32,4,208.298036
20,ffn_down,blk.20.ffn_down.weight,Q4_0,11008,4096,32,4,200.508375
21,q_proj,blk.21.attn_q.weight,Q4_0,4096,4096,32,4,77.088489
21,k_proj,blk.21.attn_k.weight,Q4_0,4096,4096,32,4,76.404017
21,v_proj,blk.21.attn_v.weight,Q4_0,4096,4096,32,4,76.154837
21,o_proj,blk.21.attn_output.weight,Q4_0,4096,4096,32,4,75.715218
21,ffn_gate,blk.21.ffn_gate.weight,Q4_0,4096,11008,32,4,207.873237
21,ffn_up,blk.21.ffn_up.weight,Q4_0,4096,11008,32,4,207.809712
21,ffn_down,blk.21.ffn_down.weight,Q4_0,11008,4096,32,4,200.903351
22,q_proj,blk.22.attn_q.weight,Q4_0,4096,4096,32,4,76.249840
22,k_proj,blk.22.attn_k.weight,Q4_0,4096,4096,32,4,77.149056
22,v_proj,blk.22.attn_v.weight,Q4_0,4096,4096,32,4,77.087676
22,o_proj,blk.22.attn_output.weight,Q4_0,4096,4096,32,4,77.176939
22,ffn_gate,blk.22.ffn_gate.weight,Q4_0,4096,11008,32,4,207.930682
22,ffn_up,blk.22.ffn_up.weight,Q4_0,4096,11008,32,4,208.574147
22,ffn_down,blk.22.ffn_down.weight,Q4_0,11008,4096,32,4,201.384681
23,q_proj,blk.23.attn_q.weight,Q4_0,4096,4096,32,4,76.240415
23,k_proj,blk.23.attn_k.weight,Q4_0,4096,4096,32,4,77.075790
23,v_proj,blk.23.attn_v.weight,Q4_0,4096,4096,32,4,76.558413
23,o_proj,blk.23.attn_output.weight,Q4_0,4096,4096,32,4,77.353161
23,ffn_gate,blk.23.ffn_gate.weight,Q4_0,4096,11008,32,4,208.134620
23,ffn_up,blk.23.ffn_up.weight,Q4_0,4096,11008,32,4,207.293190
23,ffn_down,blk.23.ffn_down.weight,Q4_0,11008,4096,32,4,202.834508
24,q_proj,blk.24.attn_q.weight,Q4_0,4096,4096,32,4,76.876880
24,k_proj,blk.24.attn_k.weight,Q4_0,4096,4096,32,4,76.743951
24,v_proj,blk.24.attn_v.weight,Q4_0,4096,4096,32,4,76.443828
24,o_proj,blk.24.attn_output.weight,Q4_0,4096,4096,32,4,77.273526
24,ffn_gate,blk.24.ffn_gate.weight,Q4_0,4096,11008,32,4,208.000091
24,ffn_up,blk.24.ffn_up.weight,Q4_0,4096,11008,32,4,207.571355
24,ffn_down,blk.24.ffn_down.weight,Q4_0,11008,4096,32,4,202.402685
25,q_proj,blk.25.attn_q.weight,Q4_0,4096,4096,32,4,76.284774
25,k_proj,blk.25.attn_k.weight,Q4_0,4096,4096,32,4,77.732037
25,v_proj,blk.25.attn_v.weight,Q4_0,4096,4096,32,4,78.038561
25,o_proj,blk.25.attn_output.weight,Q4_0,4096,4096,32,4,75.928288
25,ffn_gate,blk.25.ffn_gate.weight,Q4_0,4096,11008,32,4,206.876967
25,ffn_up,blk.25.ffn_up.weight,Q4_0,4096,11008,32,4,207.279425
25,ffn_down,blk.25.ffn_down.weight,Q4_0,11008,4096,32,4,201.050867
26,q_proj,blk.26.attn_q.weight,Q4_0,4096,4096,32,4,77.375877
26,k_proj,blk.26.attn_k.weight,Q4_0,4096,4096,32,4,76.727119
26,v_proj,blk.26.attn_v.weight,Q4_0,4096,4096,32,4,76.523892
26,o_proj,blk.26.attn_output.weight,Q4_0,4096,4096,32,4,77.929491
26,ffn_gate,blk.26.ffn_gate.weight,Q4_0,4096,11008,32,4,207.962735
26,ffn_up,blk.26.ffn_up.weight,Q4_0,4096,11008,32,4,206.301226
26,ffn_down,blk.26.ffn_down.weight,Q4_0,11008,4096,32,4,201.525184
27,q_proj,blk.27.attn_q.weight,Q4_0,4096,4096,32,4,77.158268
27,k_proj,blk.27.attn_k.weight,Q4_0,4096,4096,32,4,76.533528
27,v_proj,blk.27.attn_v.weight,Q4_0,4096,4096,32,4,78.085807
27,o_proj,blk.27.attn_output.weight,Q4_0,4096,4096,32,4,77.158740
27,ffn_gate,blk.27.ffn_gate.weight,Q4_0,4096,11008,32,4,207.859717
27,ffn_up,blk.27.ffn_up.weight,Q4_0,4096,11008,32,4,207.494169
27,ffn_down,blk.27.ffn_down.weight,Q4_0,11008,4096,32,4,201.304873
28,q_proj,blk.28.attn_q.weight,Q4_0,4096,4096,32,4,77.586626
28,k_proj,blk.28.attn_k.weight,Q4_0,4096,4096,32,4,77.993367
28,v_proj,blk.28.attn_v.weight,Q4_0,4096,4096,32,4,77.878809
28,o_proj,blk.28.attn_output.weight,Q4_0,4096,4096,32,4,77.181486
28,ffn_gate,blk.28.ffn_gate.weight,Q4_0,4096,11008,32,4,207.984640
28,ffn_up,blk.28.ffn_up.weight,Q4_0,4096,11008,32,4,209.029959
28,ffn_down,blk.28.ffn_down.weight,Q4_0,11008,4096,32,4,201.439978
29,q_proj,blk.29.attn_q.weight,Q4_0,4096,4096,32,4,76.847349
29,k_proj,blk.29.attn_k.weight,Q4_0,4096,4096,32,4,77.077045
29,v_proj,blk.29.attn_v.weight,Q4_0,4096,4096,32,4,76.686814
29,o_proj,blk.29.attn_output.weight,Q4_0,4096,4096,32,4,76.347990
29,ffn_gate,blk.29.ffn_gate.weight,Q4_0,4096,11008,32,4,208.602881
29,ffn_up,blk.29.ffn_up.weight,Q4_0,4096,11008,32,4,207.401930
29,ffn_down,blk.29.ffn_down.weight,Q4_0,11008,4096,32,4,201.724934
30,q_proj,blk.30.attn_q.weight,Q4_0,4096,4096,32,4,76.491383
30,k_proj,blk.30.attn_k.weight,Q4_0,4096,4096,32,4,77.524960
30,v_proj,blk.30.attn_v.weight,Q4_0,4096,4096,32,4,76.115383
30,o_proj,blk.30.attn_output.weight,Q4_0,4096,4096,32,4,78.046101
30,ffn_gate,blk.30.ffn_gate.weight,Q4_0,4096,11008,32,4,207.566940
30,ffn_up,blk.30.ffn_up.weight,Q4_0,4096,11008,32,4,207.853275
30,ffn_down,blk.30.ffn_down.weight,Q4_0,11008,4096,32,4,200.769977
31,q_proj,blk.31.attn_q.weight,Q4_0,4096,4096,32,4,76.236473
31,k_proj,blk.31.attn_k.weight,Q4_0,4096,4096,32,4,76.572792
31,v_proj,blk.31.attn_v.weight,Q4_0,4096,4096,32,4,76.924122
31,o_proj,blk.31.attn_output.weight,Q4_0,4096,4096,32,4,76.239770
31,ffn_gate,blk.31.ffn_gate.weight,Q4_0,4096,11008,32,4,210.007330
31,ffn_up,blk.31.ffn_up.weight,Q4_0,4096,11008,32,4,207.853475
31,ffn_down,blk.31.ffn_down.weight,Q4_0,11008,4096,32,4,201.265661
-1,output,output.weight,Q6_K,4096,32000,1,17,3394.499406
0,q_proj,blk.0.attn_q.weight,Q4_0,4096,4096,1,16,16.565303
0,k_proj,blk.0.attn_k.weight,Q4_0,4096,4096,1,16,16.159803
0,v_proj,blk.0.attn_v.weight,Q4_0,4096,4096,1,16,16.075718
0,o_proj,blk.0.attn_output.weight,Q4_0,4096,4096,1,16,16.120328
0,ffn_gate,blk.0.ffn_gate.weight,Q4_0,4096,11008,1,16,42.281290
0,ffn_up,blk.0.ffn_up.weight,Q4_0,4096,11008,1,16,42.927954
0,ffn_down,blk.0.ffn_down.weight,Q4_0,11008,4096,1,16,42.949330
1,q_proj,blk.1.attn_q.weight,Q4_0,4096,4096,1,16,16.011470
1,k_proj,blk.1.attn_k.weight,Q4_0,4096,4096,1,16,16.000720
1,v_proj,blk.1.attn_v.weight,Q4_0,4096,4096,1,16,15.992766
1,o_proj,blk.1.attn_output.weight,Q4_0,4096,4096,1,16,16.095928
1,ffn_gate,blk.1.ffn_gate.weight,Q4_0,4096,11008,1,16,42.361174
1,ffn_up,blk.1.ffn_up.weight,Q4_0,4096,11008,1,16,42.115998
1,ffn_down,blk.1.ffn_down.weight,Q4_0,11008,4096,1,16,43.152902
2,q_proj,blk.2.attn_q.weight,Q4_0,4096,4096,1,16,15.973972
2,k_proj,blk.2.attn_k.weight,Q4_0,4096,4096,1,16,15.998341
2,v_proj,blk.2.attn_v.weight,Q4_0,4096,4096,1,16,15.943307
2,o_proj,blk.2.attn_output.weight,Q4_0,4096,4096,1,16,16.111443
2,ffn_gate,blk.2.ffn_gate.weight,Q4_0,4096,11008,1,16,42.264215
2,ffn_up,blk.2.ffn_up.weight,Q4_0,4096,11008,1,16,42.226125
2,ffn_down,blk.2.ffn_down.weight,Q4_0,11008,4096,1,16,42.937507
3,q_proj,blk.3.attn_q.weight,Q4_0,4096,4096,1,16,16.040180
3,k_proj,blk.3.attn_k.weight,Q4_0,4096,4096,1,16,15.956586
3,v_proj,blk.3.attn_v.weight,Q4_0,4096,4096,1,16,15.941476
3,o_proj,blk.3.attn_output.weight,Q4_0,4096,4096,1,16,16.091775
3,ffn_gate,blk.3.ffn_gate.weight,Q4_0,4096,11008,1,16,42.314859
3,ffn_up,blk.3.ffn_up.weight,Q4_0,4096,11008,1,16,42.125154
3,ffn_down,blk.3.ffn_down.weight,Q4_0,11008,4096,1,16,42.871170
4,q_proj,blk.4.attn_q.weight,Q4_0,4096,4096,1,16,16.012466
4,k_proj,blk.4.attn_k.weight,Q4_0,4096,4096,1,16,15.982124
4,v_proj,blk.4.attn_v.weight,Q4_0,4096,4096,1,16,15.957660
4,o_proj,blk.4.attn_output.weight,Q4_0,4096,4096,1,16,16.105979
4,ffn_gate,blk.4.ffn_gate.weight,Q4_0,4096,11008,1,16,42.138763
4,ffn_up,blk.4.ffn_up.weight,Q4_0,4096,11008,1,16,42.221707
4,ffn_down,blk.4.ffn_down.weight,Q4_0,11008,4096,1,16,42.949752
5,q_proj,blk.5.attn_q.weight,Q4_0,4096,4096,1,16,15.978494
5,k_proj,blk.5.attn_k.weight,Q4_0,4096,4096,1,16,16.012153
5,v_proj,blk.5.attn_v.weight,Q4_0,4096,4096,1,16,15.939042
5,o_proj,blk.5.attn_output.weight,Q4_0,4096,4096,1,16,16.015347
5,ffn_gate,blk.5.ffn_gate.weight,Q4_0,4096,11008,1,16,42.221159
5,ffn_up,blk.5.ffn_up.weight,Q4_0,4096,11008,1,16,42.221656
5,ffn_down,blk.5.ffn_down.weight,Q4_0,11008,4096,1,16,42.918764
6,q_proj,blk.6.attn_q.weight,Q4_0,4096,4096,1,16,15.974104
6,k_proj,blk.6.attn_k.weight,Q4_0,4096,4096,1,16,15.954308
6,v_proj,blk.6.attn_v.weight,Q4_0,4096,4096,1,16,16.027036
6,o_proj,blk.6.attn_output.weight,Q4_0,4096,4096,1,16,16.793102
6,ffn_gate,blk.6.ffn_gate.weight,Q4_0,4096,11008,1,16,43.415699
6,ffn_up,blk.6.ffn_up.weight,Q4_0,4096,11008,1,16,42.172423
6,ffn_down,blk.6.ffn_down.weight,Q4_0,11008,4096,1,16,44.416919
7,q_proj,blk.7.attn_q.weight,Q4_0,4096,4096,1,16,15.981579
7,k_proj,blk.7.attn_k.weight,Q4_0,4096,4096,1,16,15.949655
7,v_proj,blk.7.attn_v.weight,Q4_0,4096,4096,1,16,15.930329
7,o_proj,blk.7.attn_output.weight,Q4_0,4096,4096,1,16,15.997609
7,ffn_gate,blk.7.ffn_gate.weight,Q4_0,4096,11008,1,16,42.187824
7,ffn_up,blk.7.ffn_up.weight,Q4_0,4096,11008,1,16,42.333421
7,ffn_down,blk.7.ffn_down.weight,Q4_0,11008,4096,1,16,42.885561
8,q_proj,blk.8.attn_q.weight,Q4_0,4096,4096,1,16,16.024297
8,k_proj,blk.8.attn_k.weight,Q4_0,4096,4096,1,16,15.898842
8,v_proj,blk.8.attn_v.weight,Q4_0,4096,4096,1,16,15.938483
8,o_proj,blk.8.attn_output.weight,Q4_0,4096,4096,1,16,16.094610
8,ffn_gate,blk.8.ffn_gate.weight,Q4_0,4096,11008,1,16,42.255546
8,ffn_up,blk.8.ffn_up.weight,Q4_0,4096,11008,1,16,42.229255
8,ffn_down,blk.8.ffn_down.weight,Q4_0,11008,4096,1,16,42.978068
9,q_proj,blk.9.attn_q.weight,Q4_0,4096,4096,1,16,15.952787
9,k_proj,blk.9.attn_k.weight,Q4_0,4096,4096,1,16,15.939346
9,v_proj,blk.9.attn_v.weight,Q4_0,4096,4096,1,16,15.998676
9,o_proj,blk.9.attn_output.weight,Q4_0,4096,4096,1,16,16.148192
9,ffn_gate,blk.9.ffn_gate.weight,Q4_0,4096,11008,1,16,42.169673
9,ffn_up,blk.9.ffn_up.weight,Q4_0,4096,11008,1,16,42.211160
9,ffn_down,blk.9.ffn_down.weight,Q4_0,11008,4096,1,16,42.688800
10,q_proj,blk.10.attn_q.weight,Q4_0,4096,4096,1,16,15.998020
10,k_proj,blk.10.attn_k.weight,Q4_0,4096,4096,1,16,15.956835
10,v_proj,blk.10.attn_v.weight,Q4_0,4096,4096,1,16,15.929596
10,o_proj,blk.10.attn_output.weight,Q4_0,4096,4096,1,16,16.067671
10,ffn_gate,blk.10.ffn_gate.weight,Q4_0,4096,11008,1,16,42.161888
10,ffn_up,blk.10.ffn_up.weight,Q4_0,4096,11008,1,16,42.192342
10,ffn_down,blk.10.ffn_down.weight,Q4_0,11008,4096,1,16,42.840119
11,q_proj,blk.11.attn_q.weight,Q4_0,4096,4096,1,16,15.974238
11,k_proj,blk.11.attn_k.weight,Q4_0,4096,4096,1,16,15.962316
11,v_proj,blk.11.attn_v.weight,Q4_0,4096,4096,1,16,16.002208
11,o_proj,blk.11.attn_output.weight,Q4_0,4096,4096,1,16,16.080031
11,ffn_gate,blk.11.ffn_gate.weight,Q4_0,4096,11008,1,16,42.234945
11,ffn_up,blk.11.ffn_up.weight,Q4_0,4096,11008,1,16,42.177450
11,ffn_down,blk.11.ffn_down.weight,Q4_0,11008,4096,1,16,43.194169
12,q_proj,blk.12.attn_q.weight,Q4_0,4096,4096,1,16,16.010150
12,k_proj,blk.12.attn_k.weight,Q4_0,4096,4096,1,16,15.988663
12,v_proj,blk.12.attn_v.weight,Q4_0,4096,4096,1,16,15.914229
12,o_proj,blk.12.attn_output.weight,Q4_0,4096,4096,1,16,16.084018
12,ffn_gate,blk.12.ffn_gate.weight,Q4_0,4096,11008,1,16,42.163977
12,ffn_up,blk.12.ffn_up.weight,Q4_0,4096,11008,1,16,42.238692
12,ffn_down,blk.12.ffn_down.weight,Q4_0,11008,4096,1,16,42.813572
13,q_proj,blk.13.attn_q.weight,Q4_0,4096,4096,1,16,16.045291
13,k_proj,blk.13.attn_k.weight,Q4_0,4096,4096,1,16,15.955729
13,v_proj,blk.13.attn_v.weight,Q4_0,4096,4096,1,16,15.954318
13,o_proj,blk.13.attn_output.weight,Q4_0,4096,4096,1,16,16.067661
13,ffn_gate,blk.13.ffn_gate.weight,Q4_0,4096,11008,1,16,42.137064
13,ffn_up,blk.13.ffn_up.weight,Q4_0,4096,11008,1,16,42.235367
13,ffn_down,blk.13.ffn_down.weight,Q4_0,11008,4096,1,16,42.915242
14,q_proj,blk.14.attn_q.weight,Q4_0,4096,4096,1,16,15.965359
14,k_proj,blk.14.attn_k.weight,Q4_0,4096,4096,1,16,15.936063
14,v_proj,blk.14.attn_v.weight,Q4_0,4096,4096,1,16,15.950384
14,o_proj,blk.14.attn_output.weight,Q4_0,4096,4096,1,16,16.037481
14,ffn_gate,blk.14.ffn_gate.weight,Q4_0,4096,11008,1,16,42.199164
14,ffn_up,blk.14.ffn_up.weight,Q4_0,4096,11008,1,16,42.200475
14,ffn_down,blk.14.ffn_down.weight,Q4_0,11008,4096,1,16,42.776874
15,q_proj,blk.15.attn_q.weight,Q4_0,4096,4096,1,16,15.975929
